question,category
Will the VMWare-Broadcom deal be stopped by regulators?,Economics & Business
Will DAX Performance Index close higher october 23th than the close of october 20th?,Economics & Business
"Will AI cause a market crash (TC, EOY 2024)?",Economics & Business
Will EURO STOXX 50 close higher october 23th than the close of october 20th?,Economics & Business
Will mixed reality (MR) gain mass adoption by the end of 2025?,Science & Tech
"Will the current Israel-Hamas conflict last ten years, as some senior Israeli officials warned during Biden's trip?",Politics & Governance
Will Gibran Rakabuming register as the running mate of Prabowo Subianto in the 2024 Indonesian Presidential Election?,Politics & Governance
Will GitHub have any incident on October 22th 2023?,Science & Tech
Will DK beat BDS,Sports
Will JDG beat LNG,Sports
Will G2 beat Gen.G,Sports
Will TL beat GAM,Sports
Will GitHub have any incident on October 21th 2023?,Science & Tech
"Which ""random"" bit string is GPT-generated?",Science & Tech
Will Clare and Cameron (from Married at First Sight S17) choose to get a divorce on decision day?,Arts & Recreation
Will the Netherlands still be a monarchy in 2050?,Politics & Governance
Will Becca and Austin (from Married at First Sight S17) choose to get a divorce on decision day?,Arts & Recreation
Will Scott Perry be reelected to the House of Representatives in 2024?,Politics & Governance
Will Lauren and Orion (from Married at First Sight S17) choose to get a divorce on decision day?,Arts & Recreation
Will Emily and Brennan (from Married at First Sight S17) choose to get a divorce on decision day?,Arts & Recreation
Will Cornel West take votes away from the two main parties by running as an independent?,Politics & Governance
Will the East African Federation be a member of the UN before 2030?,Politics & Governance
Will the Amazon iOS app add dark mode by Q1 2024?,Science & Tech
Will my aquarium leak water in 2024?,Arts & Recreation
"One week after the approval of a US bitcoin ETF, will the BTC price be higher?",Economics & Business
The UK will increase fuel duty by 1p or more in the Autumn Statement,Economics & Business
Will Joe Biden replace Kamala Harris as his VP running mate?,Politics & Governance
"Coup in Iran, Egypt, Syria, Jordan or Lebanon before 2025",Politics & Governance
Will Lloyd Austin (Secy of Defense) run for president as a Democrat in 2024?,Politics & Governance
"Will Paul Signac's painting 'Portrieux, Tertre Denis (Opus no. 189)', 1888, fetch $25mm at auction?",Arts & Recreation
Will any Republican member of the House switch parties by the end of 2023?,Politics & Governance
Will Mike Pence end his presidential campaign before the first primary is held?,Politics & Governance
Daily coinflip,Arts & Recreation
Will AI produce realistic nuanced voice acting by the end of 2024?,Science & Tech
Will Rihanna release her album before the end of 2024?,Arts & Recreation
Twitter will add better support for prediction markets before April 2024,Science & Tech
As of October Ukraine is using autonamous kill droles as this article suggestion (ie it isn't hyperbole),Security & Defenses
Will any Republican member of the House switch parties by election day 2024?,Politics & Governance
Will the next Speaker of the House be elected with bipartisan support?,Politics & Governance
Will there be a crewed mission to Venus before 2045?,Science & Tech
Will any Manifold user ever hit a streak of 1000?,Science & Tech
"Between now and November 20th, Destiny will play any game for 5+ hours.",Arts & Recreation
"Will Claude Monet's painting 'Le bassin aux nymphéas, circa 1917 to 1919' fetch $65mm at auction?",Arts & Recreation
Will Serbian passport holders at any point be required to obtain visas to enter Schengen countries by Jan 1st 2026?,Politics & Governance
Will Dplus Kia beat Kt Rolster,Sports
Will Elon Musk announce that he has a plan for peace in the Middle East that only he is smart enough to implement?,Politics & Governance
"Binary Induction Game v1: if the next state is 0, will it be 0↑ ?",Science & Tech
Will Messi play an official game for a European club before May 1st 2024?,Sports
Will John Eastman change his plea to guilty in Fulton County?,Politics & Governance
Will I reach 100 days streak on manifold?,Arts & Recreation
Will Elon Musk announce that he has a plan for peace in the Middle East that only he is smart enough to implement?,Politics & Governance
"Binary Induction Game v1: if the next state is 1, will it be 1↑ ?",Science & Tech
Will Elon Musk get twitter.com to redirect to x.com by 1st December 2023?,Economics & Business
Will Donald Trump visit Israel before the 2024 election?,Politics & Governance
Has Oprah Winfrey been a prominent advocate for various social causes throughout her career,Politics & Governance
Community prediction on whether or not Trump goes to jail/prison. ⚖️🗽,Politics & Governance
Will JDG beat BLG,Sports
Will todays storm surge in northern Europe have any casualties?,Security & Defenses
Will Gen.G beat T1,Sports
Will Jenna Ellis change her plea to guilty in Fulton County,Politics & Governance
Will Gen.G beat GAM,Sports
Will MAD beat BDS,Politics & Governance
Will G2 beat Weibo Gaming,Sports
Will Fnatic beat GAM Esports,Sports
Will Christian McCaffrey play in week 7?,Sports
Will iOS 18 introduce any new major features powered by generative AI?,Science & Tech
Will Rudy Giuliani change his plea to guilty in Fulton County?,Politics & Governance
MLB - Total Score Over 8.5 for Houston Astros v/s Texas Rangers - 10/20,Sports
Will the US approve financial aid to Israel AND Ukraine by October 31?,Politics & Governance
Total Score > 8.5 runs in Houston Astros v/s Texas Rangers - 10/20,Sports
"Will the third vote for Speaker of the House, scheduled for 10am on 10/20 conclude by noon?",Politics & Governance
US Retail Gas Price (I:USRGP) is below 3.8 at the end of october,Economics & Business
Will Bitcoin ETF be approved by SEC in 2023?,Economics & Business
Will Twitter (X) go bankrupt before 2025,Economics & Business
Will a comedian win the presidential nomination from either major US political party by 2040?,Politics & Governance
Will the Apple Watch Series 8 receive over 5 major OS updates in its lifetime? (Beyond WatchOS 13),Science & Tech
Will Barbie be turned into a Broadway musical by 2026?,Arts & Recreation
Will M1 Macs receive the longest mainline support of any model since the switch to Mac OS X?,Science & Tech
Will Rudy Giuliani flip on Trump in the Georgia case?,Politics & Governance
Will anyone suggest a simple way to run a webpage with all the back-end code visible to the public?,Science & Tech
Will the Chicago Bears beat the spread on Sunday 10/22,Sports
Will a war between Israel and Hezbollah begin by November 31st?,Politics & Governance
Will the 3rd Speaker Vote scheduled for 10 am on 10/19/2023 have the final vote cast by noon?,Politics & Governance
🏈 2023 NCAAF: Will Oklahoma State beat West Virginia?,Sports
Will any Israeli hostages in Gaza be freed between October 20 and November 10?,Politics & Governance
Will the US army and troops be transferred to Israel to fight against Hamas?,Security & Defenses
🏈 2023 NCAAF: Will Texas Tech beat BYU?,Sports
"[Week 7] Will there be an NFL game with a final score of 20-17, the most common score in nfl history?",Sports
Will NASA confirm the discovery of Aliens before 2024?,Science & Tech
🏈 2023 NCAAF: Will Liberty beat Western Kentucky?,Sports
🏈 2023 NCAAF: Will Baylor beat Cincinnati?,Sports
🏈 2023 NCAAF: Will TCU beat Kansas State?,Sports
Will a team whose mascot is an animal (non-human) represent the NFC in the Super Bowl this season?,Sports
"Will the word ""boredom"" appear in Berkshire Hathaway's annual shareholder letter for 2023?",Economics & Business
Will ZH flight 9501 from Shenzhen to Shanghai on 2023-10-21 arrive with 30+ min delay (YES)?,Economics & Business
Will one of the holdouts be the next Speaker of the House?,Politics & Governance
Will Houston Astros beat Texas Rangers ⚾️ 10/20/2023?,Sports
Will Philadelphia Phillies beat Arizona Diamondbacks ⚾️ 10/20/2023?,Sports
Will ZH flight 9502 from Shanghai to Shenzhen on 2023-10-21 arrive with 30+ min delay (YES)?,Economics & Business
Will Netflix's Avatar: The Last Airbender live-action series be renewed for a second season by end of 2025?,Arts & Recreation
Will Netflix's Avatar: The Last Airbender live-action series be 8 or higher on a 1-10 scale? (POLL),Arts & Recreation
Will partiful be acquired by 2025?,Economics & Business
Will AD flight 2601 from Manaus to Recife on 2023-10-20 arrive with 30+ min delay (YES)?,Economics & Business
Will Israel claim responsibility for the bombing of the Church of St. Porphyrius in Gaza?,Politics & Governance
Will AD flight 2759 from Belo Horizonte to Vitoria on 2023-10-20 arrive with 30+ min delay (YES)?,Economics & Business
Will Kim Jong Un trigger the nuclear missile to Israel until 2024?,Politics & Governance
Will the Memphis Grizzlies be above 50% winning percentage during Ja Morant's suspension?,Sports
Will WA flight 1440 from Aberdeen to Amsterdam on 2023-10-20 arrive with 30+ min delay (YES)?,Economics & Business
Will Patrick McHenry remain Speaker Pro Tempore until a new Speaker is elected?,Politics & Governance
Will BA flight 1314 from London to Aberdeen on 2023-10-20 arrive with 30+ min delay (YES)?,Economics & Business
Was Israel responsible for an explosion at the Church of St. Porphyrius in Gaza?,Politics & Governance
Will AD flight 2644 from Belo Horizonte to Campinas on 2023-10-20 arrive with 30+ min delay (YES)?,Economics & Business
Will President Biden die of natural causes before Election Day 2024?,Politics & Governance
Will AD flight 2658 from Campinas to Belo Horizonte on 2023-10-20 arrive with 30+ min delay (YES)?,Economics & Business
"If someone builds a bot that can exchange mana for crypto in 2023, will Manifold take action against them?",Economics & Business
"Will Valencia beat Cadiz during regular time on Mon, Oct 23, 2023? - La Liga",Sports
Jemma Decristo loses her position at UC Davis by end of 2023,Politics & Governance
Will the Jacksonville Jaguars beat the New Orleans Saints today,Sports
Are there two players with the same birthday in the 2023 Rugby World Cup winning team?,Sports
Will the VIX (INDEXCBOE: VIX) close at or higher than 26.53 during Q4 2023?,Economics & Business
Will the next Speaker of the House be a non-member?,Politics & Governance
"IF The House Holds A Vote For A Third Time, And No One Is Elected Speaker, Will Hakeem Jeffries Receive The Most Votes?",Politics & Governance
"2024, more volatility?…Will the average of all daily VIX (CBOE) closes be higher in 2024 vs 2023?",Economics & Business
Will the VIX (INDEXCBOE: VIX) close at or higher than 22.40 during October 2023? [Ṁana Leaderboard],Economics & Business
"Will Tottenham beat Fulham during regular time on Mon, Oct 23, 2023? - Premier League",Sports
Will Tropical Cyclone Lola strengthen into a Severe Tropical Cyclone?,Science & Tech
Will GOOG close above $150 on any day of 2023?,Economics & Business
Did Israeli forces just blow up the Church of St. Porphyrius in Gaza?,Politics & Governance
"Will Nintendo announce a new video game console before 30 June, 2024?",Arts & Recreation
Will Nelya be born on/before October 28th,Healthcare & Biology
"IF The House Holds A Vote For Jim Jordan As Speaker For A Third Time, Will 21 Or More Republicans Vote No?",Politics & Governance
Will Survivor legend Cirie Fields win season 25 of Big Brother?,Arts & Recreation
"Will the pandas at the National Zoo be returned to China before December 10, 2023?",Politics & Governance
Will the current Ukrainian Government hold an election in 2024?,Politics & Governance
"Will Ford, GM, or Stellantis be bailed out by the US Government by end 2028?",Economics & Business
Will Joe Biden still be alive at the end of 2024?,Politics & Governance
Will the FCC reinstate net neutrality rules before the next presidential election?,Politics & Governance
Is there life within human travel distance from Earth?,Science & Tech
Will Taboo season 2 air in 2024?,Arts & Recreation
Sidney Powell pled guilty in the Georgia  election subversion case. Will Giuliani flip and plead guilty as well?,Politics & Governance
"Will Rashida Tlaib be censured, denounced or condemned by Congress before the end of 2023?",Politics & Governance
Will Emanuel Macron visit Israel in October 2023?,Politics & Governance
Will the Powerball red number be even on 10/21/2023?,Arts & Recreation
"Will Like a Dragon Gaiden: The Man Who Erased His Name, outperform its predecessor of the series, Like a Dragon: Ishin!",Arts & Recreation
Will Cloud9 beat LNG?,Sports
Will Aid Enter Gaza By or On October 23?,Politics & Governance
"Will the Federal Open Market Committee (FOMC) raise the federal fund rate at the next meeting on November 1st, 2023?",Economics & Business
Will the LK-99 market go below 2% in 2023?,Economics & Business
Will Bitcoin BTC close higher on October 20 than it closed on October 19?,Economics & Business
Will XRP close higher on October 20 than it closed on October 19?,Economics & Business
Will I get an interview with a college at Oxford whose name starts with M?,Education & Research
Will there be a vote to vacate Patrick McHenry as speaker pro tempore,Politics & Governance
Will the S&P 500 close higher on October 20 than it closed on October 19?,Economics & Business
Will the TSX close higher on October 20 than it did on October 19?,Economics & Business
Will a specific Manifold DM sent today be revealed publicly by Manifold before 2025?,Economics & Business
Will Emmanuel Macron change the French constitution to be able to run for a third term in a row?,Politics & Governance
Will any private message on Manifold be shared with the public without the consent of any of its participants by 2025?,Security & Defenses
Will Jakob Ingebrigtsen win two gold medals in the 1500m/5000m double at the Paris 2024 Olympics?,Sports
Will DAX Performance Index close higher october 20th than the close of october 19th?,Economics & Business
Will Jimmy (SolidarityGaming) be the first person to be eliminated in the next season of the Life series?,Arts & Recreation
Will EURO STOXX 50 close higher october 20th than the close of october 19th?,Economics & Business
Will Deutsche Telekom close higher october 20th than the close of october 19th?,Economics & Business
Will this ticket win any prize on the next mega millions draw?,Economics & Business
Will this ticket win any prize on the next powerball draw?,Economics & Business
Will Killers of the Flower Moon be rated at least 8.2 in IMDB at the end of 2023?,Arts & Recreation
Will Lufthansa close higher october 20th than the close of october 19th?,Economics & Business
Will this ticket win any prize on the next Mega millions draw?,Economics & Business
Will CAC 40 close higher october 20th than the close of october 19th?,Economics & Business
Is Märta Stenevi spokesperson for the Swedish green party (Miljöpartiet) on 2024-01-01?,Politics & Governance
Will Deutsche Bank AG close higher october 20th than the close of october 19th?,Economics & Business
What % of days in 2024 will Wytham Abbey be in use by current owners?,Arts & Recreation
Will Hamas execute an Israeli hostage and release video of the killing.,Politics & Governance
Will the most advanced LLM stop being from a US-based company any time before 2030?,Science & Tech
Will Elizabeth May continue to be the Green Party candidate for Saanich-Gulf Islands in the next Canadian election?,Politics & Governance
Will Chris Olave score a touchdown in tonight's NFL game between the Saints and the Jaguars?,Sports
Will there be second round in 2024 Indonesian Presidential Election?,Politics & Governance
Will more defendants in the Georgia RICO/election fraud case plead guilty before the end of October?,Politics & Governance
Will Cian Uijtdebroeks leave Bora-Hansgrohe before 31 December 2024?,Sports
What will my Rice Purity Score be at the end of 2023?,Arts & Recreation
Will the UK Lotto draw on Saturday 21 October 2023 include the number 42?,Arts & Recreation
"Did global biodiversity recover recently (2019-2022), according to the Living Planet Index?",Healthcare & Biology
Will there be a mistrial in the current Sam Bankman-Fried trial?,Politics & Governance
Will any LLM be able to multiply together arbitrary decimal numbers by the end of 2027?,Science & Tech
Will Canadas overall fertility rate increase in the next decade?,Economics & Business
Will Manifold add a combined league ranking by 2024?,Economics & Business
Will Canadas overall fertility rate increase in the next decade?,Economics & Business
Will any permanent speaker of the house be elected without bipartisan support before 2025?,Politics & Governance
Will Georgia have a court-ordered Special Redistricting Session in 2023?,Politics & Governance
Will TLT close below $80 before January?,Economics & Business
Will the House of Representatives have a permanent Speaker of the House prior to the 2024 elections?,Politics & Governance
Will the UK's FTSE 100 close higher on 20th October than it closed on 19th October?,Economics & Business
Will any Democrat vote for empowering McHenry?,Politics & Governance
"Will there be a Tornado reported anywhere in the world on June 14, 2024?",Science & Tech
Will the monthly donation cap throttle donations before the end of 2025?,Economics & Business
Will over 20 people die in France as a result of Islamic terrorism within the next three months?,Security & Defenses
Will a police incident lead to widespread protests in the US in 2024?,Politics & Governance
Will twitter / X no longer be available in Europe by end of January 2024,Economics & Business
Will Biden Complete Full First Term?,Politics & Governance
Will the total world population peak before the end of 2050?,Science & Tech
Will the total world population peak before the end of 2060?,Science & Tech
Will Real Debrid still be operating in January 2025? (torrent download),Science & Tech
Will the total world population peak before the end of 2070?,Science & Tech
Community Notes will handle prediction markets well or show the manifold/polymarket market graphs before 2024 June,Science & Tech
Will Tyler1 (BIG_TONKA_T) reach above 1600 Elo rating (chess.com Rapid) by the end of 2024?,Sports
Will the total world population peak over 9.5 billion?,Science & Tech
Will Bruno Mars release a new album by the end of 2024?,Arts & Recreation
Will the total world population peak over 10.5 billion?,Science & Tech
Will the total world population peak over 11 billion?,Science & Tech
Will Danielle Hunter be traded before the 2023 NFL Trade Deadline?,Sports
National and Act will need New Zealand First support to form a majority after the specials and Port Waikato by-election,Politics & Governance
The US will return sanctions on Venezuela before 2025,Politics & Governance
Will The US Inflation Rate (on Truflation) be higher than 2.25% on 2023-10-26?,Economics & Business
Will there be a major bushfire in Australia before the end of November,Science & Tech
Will MSC flight 97 from Aswan to Cairo on 2023-10-20 arrive with 30+ min delay (YES)?,Economics & Business
Will Dark Depths be unbanned in Modern by the end of 2025?,Sports
Will an organisation offer suborbital point-to-point transportation before 2040?,Science & Tech
Will CANO health inc announce bankruptcy before end of 2023?,Economics & Business
Will Bitcoin thrive or will it dwindle with time?,Economics & Business
Will ZH flight 9637 from Shenzhen to Changchun on 2023-10-17 arrive with 30+ min delay (YES)?,Economics & Business
Will the Red Sox hire Kim Ng?,Sports
Will Xander return to Instagram before 2024?,Arts & Recreation
Will the Vancouver Canucks win against the Philadelphia Flyers on October 17th 2023.,Sports
Will Sonic Superstars release on PC without any major performance issues?,Arts & Recreation
Will Israel bomb civilian infrastructure in Lebanon in 2023?,Politics & Governance
Do you have investments in Bitcoin?,Economics & Business
Will Israel bomb civilian infrastructure in Lebanon in October?,Politics & Governance
Will the connective constant of any new lattice be known by the end of June 2031?,Science & Tech
Will a Super Bowl be played in London by 2035?,Sports
Will I (data analyst) be replaced by AI by 2025?,Science & Tech
Will Cano health inc announce its Medicare business sales before end of 2023?,Economics & Business
Will Venezuela have free elections in 2024?,Politics & Governance
🏈 2023 NCAAF: Will Syracuse defeat Virginia Tech?,Sports
Will Micah Parsons score a Touchdown tonight?,Sports
Will Biden sign an executive order primarily focused on AI on October 27?,Politics & Governance
Will City of Troy Win the English Triple Crown in 2024?,Sports
🏈 2023 NCAAF: Will Duke defeat Louisville?,Sports
🏈 2023 NCAAF: Will Colorado defeat UCLA?,Sports
Will Manifold be forced to let go of any employees due to funding constraints by the end of 2024?,Economics & Business
Will Cody's Wish Go Out With a Win in the Breeders' Cup Dirt Mile?,Sports
🏈 2023 NCAAF: Will USC defeat California?,Sports
Will I spend more time in Manifold this week than last week?,Arts & Recreation
🏈 2023 NCAAF: Will UCLA defeat Stanford?,Sports
Will a uk general election be called in 2023?,Politics & Governance
Will the UK's FTSE 100 close higher on 17th October than it closed on 16th October?,Economics & Business
"Will NVIDIA’s (NASDAQ Ticker: $NVDA) stock price close above $460 per share on October 20, 2023?",Economics & Business
Will Manifold fix the graphical error on betting odds time series before 2024?,Science & Tech
🏈 2023 NCAAF: Will Oregon defeat Utah?,Sports
"By the end of 2026, will AI have empowered me to build a bot that can reach the top 500 in the current gen of OU?",Science & Tech
Will both Donald Trump and Joe Biden be alive on January 1st 2029?,Politics & Governance
Will a uk general election be called in the latter six months of 2024?,Politics & Governance
"Will Trump and Biden sweep their primaries (or other determinative party nomination processes, e.g., the  NV caucus)?",Politics & Governance
Will a uk general election be called in the first six months of 2024?,Politics & Governance
Will Counter-Strike 2 reintroduce Danger Zone by 2024-07-25?,Sports
LinkedIn announce layoff 100+ people in October 2023,Economics & Business
Will Iran enter the conflict if Israel continues with ground invasion plan?,Politics & Governance
Will Marquise Brown be traded before the NFL trade deadline?,Sports
Will Angela Merkel (former chancellor of Germany) still be alive at the end of 2024?,Politics & Governance
"Will benwr eat only ""healthy"" food on 2023-10-16?",Healthcare & Biology
Will England beat Italy? ⚽ UEFA Euro 2024 Qualifiers,Sports
[Metaculus] Will an International AI regulatory agency for oversight of transformative AI be established before 2030?,Science & Tech
Will Donald Trump be president and Justin Trudeau be Prime Minister simultaneously after the next Canadian election?,Politics & Governance
Will any country block themselves from the internet before 2027?,Politics & Governance
Will anyone be banned while in Masters League in the next six months?,Sports
State of AI Report '23 predictions: Will a Hollywood-grade production make use of generative AI for visual effects?,Science & Tech
Will Cristiano Ronaldo score 1000 goals before he retires?,Sports
Will Sepp Kuss be the leader of his team during a Grand Tour during 2024?,Sports
Will Zion Williamson play at least 65 games in the 2023-24 regular season?,Sports
Will Cristiano Ronaldo score 900 goals before he retires?,Sports
Will a generative Al media company be investigated for its misuse during in the 2024 US election circuit? (SoAIR'23),Politics & Governance
Will SssniperWolf receive any form of punishment/attention from YouTube in 2023?,Economics & Business
[Metaculus] Will the EU AI Act implement regulations on foundation models?,Politics & Governance
Will Hurricane Norma make landfall in Mexico as a tropical storm or stronger?,Security & Defenses
Will Mike Pence participate in the third GOP Debate to be held on 11/8/2023?,Politics & Governance
[Metaculus] Will top participants in UK global AI Safety Summit make meaningful commitments to advance AI safety?,Science & Tech
Will Tropical Storm Norma strengthen into a hurricane?,Science & Tech
Will Kirby Dach play in the October 30 Montreal Canadiens game against the Las Vegas Golden Knights?,Sports
SUPER TUESDAY (3/5/2024) - Will trump win 11 or more of the 15 states?,Politics & Governance
Will Amit Shah become the PM of India before 2035?,Politics & Governance
Will Usyk vs. Fury fight happen this year?,Sports
Will Usyk vs. Fury fight happen this year?,Sports
Will zom 100 finish a 12 episode run by January 1 2024?,Arts & Recreation
Would it be a good use of my time to read HPMOR (by Eliezer Yudkowsky)?,Arts & Recreation
Will the world pass 1.5 C average annual temperature by 2030?,Science & Tech
Will Israel use a tactical nuclear weapon in 2023?,Security & Defenses
Will Destiny burn a bridge with an orbiter in 2023?,Arts & Recreation
"Conditional on Peter Bone MP being suspended from the Commons, will there be a By-Election in Wellingborough?",Politics & Governance
Will Peter Bone be suspended from the House of Commons?,Politics & Governance
Will President Biden travel to Israel in October of 2023?,Politics & Governance
I will get all tasks either blocked delete or done this week,Economics & Business
Will the Russian Ruble reach an exchange rate of at least 110 against the USD before the end of January 2024?,Economics & Business
Is it possible Hamas has hundreds of militants in the United States ready to bomb hospitals and blow up schools,Security & Defenses
"Will OKC make ""the leap"" this season to the upper echelon of the Western Conference?",Sports
Will I get my Apple Watch Move Ring at least 5/7 days this week?,Arts & Recreation
Will Andrzej Duda (polish president) propose government of united opposition?,Politics & Governance
Will GitHub have a red incident on October 18th 2023?,Science & Tech
"Will Patrick Rothfuss’s new novella, “The Narrow Road Between Desires,” chart on any NY Times bestseller list this year?",Arts & Recreation
Will Joe Biden sneeze on camera in 2023?,Politics & Governance
Will Mrbeast reach 213 milion subscribers until 2024?,Arts & Recreation
Will GitHub have any incident on October 17th 2023?,Science & Tech
N-of-1 Experiment: Will a blinded trial with 500mg L-Tyrosine show the supplement to improve my focus?,Healthcare & Biology
Will Texas Rangers beat Houston Astros ⚾️ 10/16/2023?,Sports
Will GitHub have any incident on October 18th 2023?,Science & Tech
Will Mrbeast reach 212 milion subscribers until 2024?,Arts & Recreation
Will Mrbeast reach 204 milion subscribers until halloween?,Arts & Recreation
Will GitHub have a red incident on October 17th 2023?,Science & Tech
Will Mrbeast reach 211 milion subscribers until 2024?,Arts & Recreation
Set and get my burpee goal this week?,Sports
Will I get a notification whenever a new answer has been added to an unlinked multiple choice market by Halloween?,Science & Tech
Is there a market for PDF to responsive HTML conversion for scientific paper?,Economics & Business
Will a Dollar Be Worth Over 150 Yen in a Month?,Economics & Business
"NBA (Oct 30, 2023): Will the Charlotte Hornets beat the Brooklyn Nets?",Sports
"NBA (Oct 29, 2023): Will the Sacramento Kings beat the Los Angeles Lakers?",Sports
Will manifold.love reach 50 active profiles in Europe by end of 2024?,Economics & Business
"Will Apex Legends Be More Popular on New Year's Eve Than Today, 15 October?",Sports
Will TESLA (TSLA) have more than 24.30B revenue for the quarter ending in September?,Economics & Business
"Will the American Dialect Society's Word of the Year for 2023 be ""Rationalussy""?",Arts & Recreation
Will OpenAI patch the prompt in the description which leaks the System Message in less than 72 hours from now?,Science & Tech
Will Aaron Rodgers play a game for the New York Jets in the 2024-2025 season.,Sports
Will Connor McDavid get 70+ goals in the 2023/24 NHL regular season?,Sports
"NBA (Oct 29, 2023): Will the Houston Rockets beat the Golden State Warriors?",Sports
"NBA (Oct 29, 2023): Will the Oklahoma City Thunder beat the Denver Nuggets?",Sports
"NBA (Oct 28, 2023): Will the Toronto Raptors beat the Philadelphia 76ers?",Sports
"NBA (Oct 27, 2023): Will the Utah Jazz beat the LA Clippers?",Sports
"NBA (Oct 28, 2023): Will the Phoenix Suns beat the Utah Jazz?",Sports
"NBA (Oct 28, 2023): Will the Cleveland Cavaliers beat the Indiana Pacers?",Sports
"NBA (Oct 29, 2023): Will the LA Clippers beat the San Antonio Spurs?",Sports
"NBA (Oct 27, 2023): Will the Sacramento Kings beat the Golden State Warriors?",Sports
"NBA (Oct 25, 2023): Will the Utah Jazz beat the Sacramento Kings?",Sports
"NBA (Oct 28, 2023): Will the Washington Wizards beat the Memphis Grizzlies?",Sports
"NBA (Oct 27, 2023): Will the Portland Trail Blazers beat the Orlando Magic?",Sports
"NBA (Oct 29, 2023): Will the Milwaukee Bucks beat the Atlanta Hawks?",Sports
"NBA (Oct 27, 2023): Will the Dallas Mavericks beat the Brooklyn Nets?",Sports
"NBA (Oct 28, 2023): Will the Minnesota Timberwolves beat the Miami Heat?",Sports
"NBA (Oct 29, 2023): Will the Philadelphia 76ers beat the Portland Trail Blazers?",Sports
"NBA (Oct 28, 2023): Will the New Orleans Pelicans beat the New York Knicks?",Sports
"NBA (Oct 28, 2023): Will the Detroit Pistons beat the Chicago Bulls?",Sports
"NBA (Oct 25, 2023): Will the San Antonio Spurs beat the Dallas Mavericks?",Sports
"NBA (Oct 27, 2023): Will the Boston Celtics beat the Miami Heat?",Sports
"NBA (Oct 25, 2023): Will the Toronto Raptors beat the Minnesota Timberwolves?",Sports
"NBA (Oct 25, 2023): Will the Indiana Pacers beat the Washington Wizards?",Sports
"NBA (Oct 25, 2023): Will the New York Knicks beat the Boston Celtics?",Sports
"NBA (Oct 27, 2023): Will the San Antonio Spurs beat the Houston Rockets?",Sports
"NBA (Oct 25, 2023): Will the Orlando Magic beat the Houston Rockets?",Sports
"NBA (Oct 25, 2023): Will the Miami Heat beat the Detroit Pistons?",Sports
"NBA (Oct 27, 2023): Will the Charlotte Hornets beat the Detroit Pistons?",Sports
"NBA (Oct 25, 2023): Will the Chicago Bulls beat the Oklahoma City Thunder?",Sports
"NBA (Oct 25, 2023): Will the Charlotte Hornets beat the Atlanta Hawks?",Sports
"NBA (Oct 25, 2023): Will the LA Clippers beat the Portland Trail Blazers?",Sports
"NBA (Oct 24, 2023): Will the Golden State Warriors beat the Phoenix Suns?",Sports
Will a prompt be found by the end of 2023 that makes GPT4 advanced data analysis reliably simulate the stadium billiard?,Science & Tech
"NBA (Oct 27, 2023): Will the Memphis Grizzlies beat the Denver Nuggets?",Sports
"NBA (Oct 25, 2023): Will the Memphis Grizzlies beat the New Orleans Pelicans?",Sports
"NBA (Oct 27, 2023): Will the Chicago Bulls beat the Toronto Raptors?",Sports
"NBA (Oct 25, 2023): Will the Brooklyn Nets beat the Cleveland Cavaliers?",Sports
"NBA (Oct 26, 2023): Will the Los Angeles Lakers beat the Phoenix Suns?",Sports
"NBA (Oct 26, 2023): Will the Milwaukee Bucks beat the Philadelphia 76ers?",Sports
Will Klay Thompson extend his contract with the Warriors before the beginning of summer 2024 free agency?,Sports
"NBA (Oct 27, 2023): Will the Cleveland Cavaliers beat the Oklahoma City Thunder?",Sports
Will I think direct primary care is worth it after 1yr?,Healthcare & Biology
Will Taylor Swift come out as a member of the LGBTQIA+ community before 2025?,Arts & Recreation
Daily coinflip,Arts & Recreation
Will Benjamin Netanyahu remain Prime Minister through the end of 2023?,Politics & Governance
Will Steve Scalise get any votes for speaker?,Politics & Governance
"NBA (Oct 24, 2023): Will the Denver Nuggets beat the Los Angeles Lakers?",Sports
Will the SI second be redefined to an optical frequency standard before 2035?,Science & Tech
Will Donald Trump send another tweet in 2023?,Politics & Governance
"Will $META close above $315.00 on October 20th, 2023?",Economics & Business
Will a credible investigation find Israel responsible for the attack on a civilian convoy at 14:30 GMT on October 13th?,Politics & Governance
"Will Texas’s school voucher bill, SB 1, pass the Texas House during the current special legislative session?",Politics & Governance
Will the Los Angeles Chargers beat the Dallas Cowboys in their Week 6 matchup in the 2023 NFL Season?,Sports
Will Aaron Rodgers return to play for the Jets by the end of this year's regular season? (1000 Mana Subsidy),Sports
"Will $V close above $238.00 on October 20th, 2023?",Economics & Business
Will I run the 2023 Osaka Marathon in 3.5 hours or less?,Sports
Will NASA's Nancy Grace Roman Space Telescope launch in 2027?,Science & Tech
Will Nootropics Depot ever sell piracetam again?,Healthcare & Biology
Will the Vesuvius Challenge recover at least 85% of one 1000-word passage by 2030?,Science & Tech
"Will $AAPL close above $179.00 on October 20th, 2023?",Economics & Business
Will any NFL team go undefeated within their division during the 2023-2024 regular season?,Sports
"Will $MSFT close above $328.00 on October 20th, 2023?",Economics & Business
Will the Constitutional Court of Indonesia rule in favor of lowering the minimum age of presidential candidacy?,Politics & Governance
"(BTC week: 10/16-10/22) Will bitcoin close below $26,861 on October 22, 2023?",Economics & Business
"Will $TLT close above $88.00 on October 20th, 2023?",Economics & Business
